Date,SORA,Compound SORA - 3 month,Compound SORA - 6 month
30/9/2025,1.199,1.4532,1.7553
1/10/2025,1.0402,1.4489,1.75
2/10/2025,1.0847,1.4444,1.7439
3/10/2025,1.2469,1.4356,1.7267
6/10/2025,0.9886,1.4302,1.7194
7/10/2025,1.1621,1.4254,1.7115
8/10/2025,1.243,1.4209,1.7052
9/10/2025,1.5033,1.4196,1.7007
10/10/2025,1.4439,1.4121,1.6865
13/10/2025,1.2878,1.4075,1.6809
14/10/2025,1.2879,1.4034,1.6755
15/10/2025,1.2249,1.4001,1.6696
16/10/2025,1.1306,1.3956,1.6634
17/10/2025,1.3384,1.3966,1.6445
21/10/2025,1.2262,1.3958,1.6394
22/10/2025,1.1649,1.3927,1.634
23/10/2025,1.1507,1.3854,1.6284
24/10/2025,1.2447,1.3641,1.6138
27/10/2025,1.1525,1.3561,1.6086
28/10/2025,0.9414,1.3469,1.6018
29/10/2025,0.9622,1.3371,1.5951
30/10/2025,1.1456,1.3297,1.5927
31/10/2025,1.3515,1.3203,1.5786
3/11/2025,1.0306,1.3143,1.5717
4/11/2025,0.9741,1.3068,1.5644
5/11/2025,0.8707,1.2978,1.5568
6/11/2025,0.8568,1.2897,1.5493
7/11/2025,0.9396,1.2675,1.5287
10/11/2025,1.0879,1.2619,1.5222
11/11/2025,0.9941,1.2551,1.5153
12/11/2025,0.9166,1.2499,1.5079
13/11/2025,1.0034,1.2459,1.5002
14/11/2025,1.0216,1.239,1.4816
17/11/2025,1.2845,1.24,1.4771
18/11/2025,1.1555,1.2389,1.4718
19/11/2025,1.2484,1.2362,1.4667
20/11/2025,1.3935,1.2328,1.4627
21/11/2025,1.6685,1.2434,1.4545
24/11/2025,1.267,1.2434,1.4491
25/11/2025,1.0782,1.2428,1.4427
26/11/2025,1.1713,1.2452,1.4377
27/11/2025,1.27,1.2496,1.4329
28/11/2025,1.0518,1.253,1.4117
1/12/2025,1.0297,1.2564,1.4058
2/12/2025,0.9457,1.2565,1.3993
3/12/2025,0.9624,1.2508,1.3946
4/12/2025,1.0027,1.2456,1.3915
5/12/2025,1.1351,1.2269,1.386
8/12/2025,1.1503,1.2216,1.3843
9/12/2025,1.0664,1.2144,1.3818
10/12/2025,1.0377,1.2101,1.3777
11/12/2025,1.0593,1.2069,1.3731
12/12/2025,1.1768,1.2004,1.3637
15/12/2025,1.1563,1.198,1.3604
16/12/2025,1.2652,1.1995,1.3576
17/12/2025,1.2629,1.2011,1.3554
18/12/2025,1.279,1.2029,1.3525
19/12/2025,1.3529,1.1968,1.3454
22/12/2025,1.329,1.1958,1.3429
23/12/2025,1.2776,1.1954,1.3407
24/12/2025,1.2334,1.1946,1.3354
26/12/2025,1.2221,1.1895,1.3276
29/12/2025,1.3414,1.1891,1.326
30/12/2025,1.3212,1.1906,1.326
31/12/2025,0.8949,1.1857,1.3195
2/1/2026,1.0119,1.1797,1.3111
5/1/2026,1.097,1.1781,1.309
6/1/2026,1.1005,1.1793,1.3069
7/1/2026,1.018,1.1778,1.3037
8/1/2026,1.0286,1.1754,1.3003
9/1/2026,1.0545,1.162,1.2906
12/1/2026,0.9742,1.1569,1.2866
13/1/2026,0.9285,1.153,1.2823
14/1/2026,1.0614,1.1505,1.279
15/1/2026,1.3342,1.1517,1.278
16/1/2026,1.2119,1.1499,1.2751
19/1/2026,0.9821,1.146,1.2732
20/1/2026,0.9284,1.1415,1.2711
21/1/2026,0.9361,1.1383,1.2691
22/1/2026,1.1667,1.1384,1.2675
23/1/2026,1.3741,1.1436,1.2593
